"Prime","TargetWord","index","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.LDT.RT","PELP.LDT.Z","PELP.LDT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","LDT.200ms.RT","LDT.200ms.Z","LDT.200ms.Acc","LDT.1200ms.RT","LDT.1200ms.Z","LDT.1200ms.Acc","LDT.200ms.RT.Priming","LDT.200ms.Z.Priming","LDT.200ms.Acc.Priming","LDT.1200ms.RT.Priming","LDT.1200ms.Z.Priming","LDT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y","X.x","TCosine_Set","Traw_feat_set","Troot_feat_set","X.y","PCosine_Set","Praw_feat_set","Proot_feat_set"
"ice","pick","ice.pick",3,79.55,3.61,10.55,4,0,3939,1969.5,"NN|VB",541.47,-0.82,1,"fpa","",0.033,0,18,0.12,670.1875,0.284029486759548,0.9375,798.90625,-0.035455205541732,0.96875,-26.4133064516129,-0.297066588615788,0.0625,-71.125,0.0628976760664349,-0.03125,4,198.39,4.01,10.72,14,0,4055,1351.67,"VB|NN",535.03,-0.87,0.97,32,NA,NA,0,0,0,NA,NA,NA,NA,NA,"pick","ice",0.739435,"ice","pick",0.033,"0","0","2.0000000000000001E-4",18,45,"6.51","N","13","55","4.9800000000000004","V","ice","pick",0.033,0,0,"6.51","4.98",45,55,13.03781,0.089073,2899,3,9,5,2017,92,32,14
"iceberg","lettuce","iceberg.lettuce",7,1.8,1.97,6.95,0,NA,11504,1917.33,"NN",646.81,-0.34,0.97,"fpa","",0.148,0,16,0.13,761.84375,0.287455875544256,0.90625,787.875,0.0478844367225759,1,125.84375,0.141804832636405,-0.03125,-137.75,0.145394093243785,-0.03125,7,3.39,2.24,6.88,0,NA,8257,1376.17,"NN",631.71,-0.41,1,12,NA,NA,0,0,0,NA,NA,NA,NA,NA,"lettuce","iceberg",0.760626,"iceberg","lettuce",0.148,"0","0","0",16,0,"NULL","N","11","0","5.67","N","iceberg","lettuce",0.148,0,0,"NULL","5.67",0,0,24.677953,0.077259,2281,93,35,28,2018,77,14,10
"ideal","real","ideal.real",5,7.33,2.57,9.75,1,1,8341,2085.25,"JJ|NN",617.29,-0.57,1,"unclassified","",0.02,0,17,0.26,633.1875,-0.114980398535948,0.90625,642.064516129032,-0.233134599422048,1,-21.46875,-0.286930332263112,0.03125,-5.38709677419365,0.251245194075432,-0.032258064516129,4,442.8,4.35,12.19,14,1,9421,3140.33,"JJ",630.88,-0.49,0.97,24,NA,NA,0,0,0,NA,NA,NA,NA,NA,"real","ideal",0.816265,"ideal","real",0.02,"0","6.9999999999999999E-4","5.9999999999999995E-4",17,61,"2.54","N","14","260","2.78","AJ","ideal","real",0.02,0,7e-04,"2.54","2.78",61,260,14.665982,0.246187,3167,4,18,10,2021,2,7,5
"identical","exact","identical.exact",9,5.53,2.45,9.44,0,NA,22232,2779,"JJ|NN",706.24,-0.3,0.94,"synonym","",0.048,0,6,0.38,778.6875,0.308699905862111,0.96875,750.53125,0.302302173179198,0.9375,-52.2026515151515,-0.122943711041371,0.000946969696969724,-48.4344758064516,-0.146460415000237,0.030241935483871,5,22.63,3.06,10.16,2,0,3269,817.25,"JJ|VB",591.72,-0.67,0.97,11,NA,NA,0,0,0,NA,NA,NA,NA,NA,"exact","identical",0.60263,"identical","exact",0.048,"0","1.8700000000000001E-2","1.5699999999999999E-2",6,31,"3.8","AJ","14","27","2.63","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,3,11,5,2022,6,8,5
"identification","number","identification.number",14,8.02,2.61,8.7,0,NA,36543,2811,"NN",781.53,0.08,1,"fpa","",0.095,0,14,0.27,618.03125,-0.35571934391244,0.96875,689.78125,-0.00250299119334597,0.96875,73.8074596774194,0.418994833316702,-0.001008064516129,45.4308712121212,0.111297034745413,-0.0293560606060606,6,240.94,4.09,12.55,1,0,8351,1670.2,"NN|VB",564.44,-0.72,1,66,NA,NA,0,0,0,NA,NA,NA,NA,NA,"number","identification",0.738015,"identification","number",0.095,"0","6.1000000000000004E-3","8.0000000000000004E-4",14,43,"NULL","N","17","472","3.76","N","identification","number",0.095,0,0.0061,"NULL","3.76",43,472,0.288409,0.220091,2672,3,12,5,2023,2,11,5
"identity","id","identity.id",8,12.98,2.82,9.44,1,1,17952,2564.57,"NN",717.09,-0.31,0.91,"unclassified","",0.039,NA,17,0.36,911.96875,1.15898763177311,0.40625,797.58064516129,1.05452556932969,0.645161290322581,-5.25907258064512,0.582423793890373,-0.0191532258064516,106.04435483871,0.451063976528271,-0.270161290322581,2,3.31,2.23,11.31,6,4,861,861,"NN",788.91,0.09,0.71,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"id","identity",0.521958,"identity","id",0.039,"NULL","NULL","NULL",17,55,"NULL","N","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,5,9,5,2024,14,13,6
"idiot","dumb","idiot.dumb",5,66.22,3.53,9.39,1,0,6151,1537.75,"JJ|NN",664.16,-0.51,1,"synonym","",0.17,0,10,0.35,585.666666666667,-0.300809865877117,0.96969696969697,658.28125,-0.087764671939097,1,113.020833333333,0.373702917812307,0.0303030303030303,34.3551136363636,0.102848615744937,-0.0909090909090909,4,46.96,3.38,9.43,2,0,1419,473,"JJ|NN",610.38,-0.58,1,53,"dumb","idiot",0.275572243042638,0.292928295838556,0.114898564867938,"0.239955026","NULL","NULL","NULL","NULL","dumb","idiot",0.440954,"idiot","dumb",0.17,"0","0.22839999999999999","0.18379999999999999",10,2,"NULL","N","4","13","3.36","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1282,13,27,11,2025,8,14,6
"ignore","mean","ignore.mean",6,18.65,2.98,10.23,0,NA,9172,1834.4,"VB",601.67,-0.65,0.97,"unclassified","",0.028,0,23,0.32,649.53125,-0.125564821202293,1,631.612903225806,-0.206369163089885,1,-12,0.043475444178614,0,67.1995967741935,0.167384768813234,-0.03125,4,1243.98,4.8,11.93,9,0,7039,2346.33,"VB|NN",634,-0.63,1,119,NA,NA,0,0,0,NA,NA,NA,NA,NA,"mean","ignore",0.680489,"ignore","mean",0.028,"0","1.8599999999999998E-2","6.9999999999999999E-4",23,19,"3.08","V","18","199","3.09","N","ignore","mean",0.028,0,0.0186,"3.08","3.09",19,199,7.383779,0.242208,2437,12,8,5,2028,3,10,5
"ill","healthy","ill.healthy",3,21.27,3.04,9.31,2,1,3064,1532,"JJ|RB|NN",650.55,-0.55,0.97,"antonym","",0.014,0.028,6,0.5,671.969696969697,0.140395348933118,1,650.59375,-0.192490910612061,0.96875,-64.6060606060606,-0.389365515010719,-0.0303030303030303,4.90625,0.144193220519027,0.03125,7,24.75,3.1,9.5,1,0,8571,1428.5,"JJ",592.81,-0.61,0.97,22,NA,NA,0,0,0,NA,NA,NA,NA,NA,"healthy","ill",0.742091,"ill","healthy",0.014,"2.8000000000000001E-2","1.5E-3","0.19500000000000001",6,39,"3.49","AJ","19","33","3.33","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894,27,15,8,2030,14,10,5
"image","mirror","image.mirror",5,22.63,3.06,11.06,0,NA,4576,1144,"NN|VB",629.38,-0.55,0.94,"bpa","",0.142,0.224,16,0.64,588.84375,-0.407792014589614,0.96875,670.875,-0.104364846983087,1,102.15625,0.217989229683131,0.03125,-0.420454545454504,0.109774172312283,0,6,24.18,3.09,10.21,0,NA,7656,1531.2,"NN|VB",560.15,-0.66,1,19,NA,NA,0,0,0,NA,NA,NA,NA,NA,"mirror","image",0.607674,"image","mirror",0.142,"0.224","1.35E-2","6.8999999999999999E-3",16,119,"2.95","N","8","27","5.91","N","image","mirror",0.142,0.224,0.0135,"2.95","5.91",119,27,11.334013,0.588207,2503,41,15,14,2033,5,10,5
"imagine","create","imagine.create",7,81.04,3.62,10.45,1,0,13113,2185.5,"VB",645,-0.46,1,"unclassified","",0.027,0,11,0.32,637.870967741935,-0.331586271270943,1,660.65625,-0.104278578221018,0.9375,-48.1834677419355,0.0584696684987691,0,10.34375,0.390888962135917,0.030241935483871,6,25.27,3.11,11.2,1,0,15729,3145.8,"VB|NN",641.09,-0.57,0.97,22,NA,NA,0,0,0,NA,NA,NA,NA,NA,"create","imagine",0.7217,"imagine","create",0.027,"0","0","0",11,61,"2.4300000000000002","V","13","54","NULL","V","imagine","create",0.027,0,0,"2.43","NULL",61,54,3.422173,0.290953,988,13,14,5,2034,15,9,6
"immediate","later","immediate.later",9,11.2,2.76,10.36,0,NA,19082,2385.25,"JJ",670.51,-0.27,1,"antonym","",0.013,NA,11,0.33,609.28125,-0.31102192292881,0.96875,677.181818181818,-0.122827576093394,0.939393939393939,138.03125,0.568569064624051,-0.125,4.75568181818187,0.103558968816459,-0.0643939393939394,5,291.94,4.17,11.59,7,0,16757,4189.25,"RB|JJ",630.44,-0.6,1,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"later","immediate",0.83347,"immediate","later",0.013,"NULL","NULL","NULL",11,81,"NULL","AJ","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2234,12,8,5,2037,3,7,5
"impediment","obstacle","impediment.obstacle",10,0.59,1.49,6.14,0,NA,19265,2140.56,"NN",894.76,0.47,0.88,"synonym","",0.033,0,14,0.09,798.96875,0.851297396047034,0.90625,787.451612903226,0.771842711816115,0.935483870967742,-98.0332661290323,-0.42410626321972,0.0292338709677419,-11.2697947214077,-0.414980117748471,-0.0566959921798631,8,2.59,2.12,7.46,0,NA,11484,1640.57,"NN",763.71,-0.2,1,6,NA,NA,0,0,0,NA,NA,NA,NA,NA,"obstacle","impediment",0.546169,"impediment","obstacle",0.033,"0","0","3.2000000000000002E-3",14,1,"NULL","N","20","10","NULL","N","impediment","obstacle",0.033,0,0,"NULL","NULL",1,10,1.047319,0.050975,2694,1,8,5,2041,2,9,5
"important","major","important.major",9,207.59,4.02,11.57,0,NA,14989,1873.63,"JJ|NN",710.45,-0.28,0.97,"synonym","",0.028,0.071,25,0.5,582.3,-0.163812502371214,0.966666666666667,652.59375,-0.258653643558811,0.96875,48.29375,0.0095175137820078,0.0333333333333333,-17.0131048387096,0.0895833863395046,-0.001008064516129,5,104.76,3.73,11.52,2,0,4596,1149,"JJ|NN",566.1,-0.72,1,23,NA,NA,0,0,0,NA,NA,NA,NA,NA,"major","important",0.721274,"important","major",0.028,"7.0999999999999994E-2","0","6.9999999999999999E-4",25,369,"2.38","AJ","10","247","3.27","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2384,4,9,5,2043,2,8,5
"impossible","cant","impossible.cant",10,59.12,3.48,10.21,1,0,11958,1328.67,"JJ",805.5,-0.15,0.94,"synonym","",0.046,NA,16,0.36,743.78125,0.498246636537048,1,801.90625,0.0706872633549144,0.96875,-13.21875,0.390562280760365,-0.0625,125.190524193548,0.577726542735575,-0.0332661290322581,4,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,8,"cant","impossible",0.700705322966334,0.500076719515398,0,"NULL","NULL","NULL","NULL","NULL","cant","impossible",0.718611,"impossible","cant",0.046,"NULL","NULL","NULL",16,84,"NULL","AJ","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589,7,13,5,2044,6,7,5
"impression","art","impression.art",10,18.55,2.98,9.66,0,NA,22537,2504.11,"NN",753.5,-0.33,1,"unclassified","",0.02,0,25,0.21,676.65625,-0.301548356714207,0.96875,710.470588235294,-0.126091116059987,1,-40.28125,0.101528377709386,0,-116.470588235294,-0.489859925598902,-0.03125,3,70.8,3.56,11.04,8,2,3968,1984,"NN",521.74,-0.84,0.91,52,NA,NA,0,0,0,NA,NA,NA,NA,NA,"art","impression",0.877639,"impression","art",0.02,"0","8.9999999999999998E-4","0",25,45,"2.25","N","17","208","4.3600000000000003","N","impression","art",0.02,0,9e-04,"2.25","4.36",45,208,6.033401,0.154716,180,80,35,10,2045,15,7,5
"incline","hill","incline.hill",7,0.37,1.3,6.5,0,NA,20805,3467.5,"NN",598.74,-0.56,0.97,"unclassified","",0.135,0.013,17,0.22,628.34375,-0.301139053798462,0.96875,668.454545454546,-0.0134316825309095,0.939393939393939,35.5917338709677,0.292694989511569,-0.001008064516129,67.3267045454545,0.0714429020108655,-0.0331439393939394,4,37.55,3.28,10.35,14,5,4135,1378.33,"NN",573.85,-0.79,0.97,30,NA,NA,0,0,0,NA,NA,NA,NA,NA,"hill","incline",0.661121,"incline","hill",0.135,"1.2999999999999999E-2","8.5500000000000007E-2","8.0999999999999996E-3",17,4,"NULL","V","14","72","6.02","N","incline","hill",0.135,0.013,0.0855,"NULL","6.02",4,72,5.222341,0.143641,1935,38,9,5,2048,2,10,5
"income","important","income.important",6,7.41,2.58,10.49,0,NA,13739,2747.8,"NN",650.21,-0.44,1,"unclassified","",0.013,0,9,0.1,639.6875,-0.317982493214657,1,723.65625,0.101200194839339,0.96875,98.7064393939394,0.856500889258028,-0.0303030303030303,3.65625,0.196931933905116,0.03125,9,207.59,4.02,11.57,0,NA,14989,1873.63,"JJ|NN",710.45,-0.28,0.97,41,NA,NA,0,0,0,NA,NA,NA,NA,NA,"important","income",0.987044,"income","important",0.013,"0","0","0",9,109,"4.22","N","25","369","2.38","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2043,2,8,5,2049,21,13,6
"increase","enlarge","increase.enlarge",8,8.55,2.64,10.68,0,NA,18944,2706.29,"NN",580.39,-0.69,1,"synonym","",0.02,NA,11,0.22,686.9375,0.414515766162,0.875,711.8125,0.249468748006118,0.9375,157.40625,0.342675258394443,0.0625,69.0625,0.334329941175144,-0.0625,7,0.88,1.66,6.66,0,NA,10441,1740.17,"VB",644.69,-0.5,0.97,4,NA,NA,0,0,0,NA,NA,NA,NA,NA,"enlarge","increase",0.833899,"increase","enlarge",0.02,"NULL","NULL","NULL",11,195,"NULL","V","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363,52,18,5,2050,16,13,7
"indian","chief","indian.chief",6,3.43,2.25,10.02,0,NA,15152,3030.4,"NN|JJ",604.3,-0.57,0.97,"fpa","",0.09,0.382,17,0.35,810.90625,0.374469640565047,0.90625,672.733333333333,-0.323650727674969,1,-223.125,-0.610714759844993,0.09375,-4.13958333333335,0.186608879878008,-0.0625,5,77.9,3.6,9.85,1,0,4303,1075.75,"JJ|NN",540.97,-0.77,0.97,14,"chief","indian",0.289753941357487,0.187401182893378,0.24793509385418,"0.545107077","9.977351","0.302929","0.382","0.09","chief","indian",0.771607,"indian","chief",0.09,"0.38200000000000001","0","0",17,52,"6.18","N","10","119","4.82","N","indian","chief",0.09,0.382,0,"6.18","4.82",52,119,9.977351,0.302929,725,88,21,14,2053,11,14,6
"industry","steel","industry.steel",8,11.69,2.78,10.95,0,NA,16386,2340.86,"NN",617.97,-0.55,1,"bpa","",0.033,0,15,0.51,585.53125,-0.281801469309877,0.9375,699.757575757576,-0.159019264027188,0.96969696969697,203.88810483871,0.560252586551402,0.0625,86.4545454545455,0.557211630604754,-0.0606060606060607,5,18.45,2.97,9.82,4,0,10564,2641,"NN|VB",564.66,-0.84,0.97,16,NA,NA,0,0,0,NA,NA,NA,NA,NA,"steel","industry",0.786296,"industry","steel",0.033,"0","0","1.6999999999999999E-3",15,171,"5.76","N","17","45","5.82","N","industry","steel",0.033,0,0,"5.76","5.82",171,45,17.679089,0.452639,3747,45,12,7,2058,17,15,6
"inferno","volcano","inferno.volcano",7,0.92,1.68,7.88,0,NA,15251,2541.83,"NN",761.77,-0.16,0.89,"unclassified ","",0.021,0,10,0.02,690.6875,0.0394401718512959,0.96875,571.709677419355,-0.426154110220221,1,38.2215909090909,0.407499292046772,0.000946969696969724,158.977822580645,0.772412768515542,0,7,3.33,2.23,8.02,0,NA,7730,1288.33,"NN",617.38,-0.49,0.94,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,"volcano","inferno",0.715028,"inferno","volcano",0.021,"0","0","2.1000000000000001E-2",10,2,"4.78","N","10","2","6.83","N","inferno","volcano",0.021,0,0,"4.78","6.83",2,2,15.714869,0.035088,4261,8,12,5,2063,17,9,5
"inflation","balloon","inflation.balloon",9,1.04,1.73,8.86,0,NA,25810,3226.25,"NN",828.97,-0.01,0.91,"unclassified","",0.02,0,19,0.01,641.3125,-0.113780447099991,1,638,-0.247138460435709,0.96875,-16.0700757575758,-0.00864889465391844,0,186.548387096774,0.50760077592453,0.03125,7,8.67,2.65,8.44,0,NA,12459,2076.5,"NN|VB",745.48,-0.43,0.97,7,NA,NA,0,0,0,NA,NA,NA,NA,NA,"balloon","inflation",0.795714,"inflation","balloon",0.02,"0","2.0000000000000001E-4","3.0999999999999999E-3",19,5,"NULL","N","21","10","6.1","N","inflation","balloon",0.02,0,2e-04,"NULL","6.1",5,10,24.290711,0.027709,268,180,26,20,2064,24,20,9
"influence","persuade","influence.persuade",9,14.78,2.88,9.89,0,NA,15549,1943.63,"NN|VB",631.7,-0.62,1,"synonym","",0.079,0.034,19,0.28,749.69696969697,0.298178193323538,0.878787878787879,683.064516129032,0.159892783510984,0.935483870967742,-8.15151515151524,0.307362638266583,0.0909090909090909,251.129032258065,0.532971181469282,0.0645161290322581,8,6.39,2.51,7.81,0,NA,14243,2034.71,"VB",658.44,-0.39,0.97,8,"influence","persuade",0.176469717870292,0.140869839284463,0.123717914832534,"NULL","2.289629","0.254298","0.079","0.034","persuade","influence",0.71709,"influence","persuade",0.079,"3.4000000000000002E-2","2.0000000000000001E-4","4.0000000000000002E-4",19,132,"NULL","N","17","17","2.57","V","influence","persuade",0.079,0.034,2e-04,"NULL","2.57",132,17,2.289629,0.254298,2884,5,18,7,2065,6,9,5
"inlet","island","inlet.island",5,0.45,1.38,6.65,2,1,11804,2951,"NN",810.26,0.19,0.79,"unclassified","",0.074,0,13,0.16,642.8125,-0.0522542703887036,1,618.78125,-0.272689037924186,1,-49.782196969697,-0.255903099438092,-0.0606060606060606,35.3125,0.158699163589186,-0.03125,6,39.57,3.31,10.71,1,0,10468,2093.6,"NN",608.52,-0.64,0.94,30,"inlet","island",0.438486216737258,0.504751048694345,0,"NULL","17.597888","0.135116","0.074","0","island","inlet",0.761325,"inlet","island",0.074,"0","0","0.03",13,4,"NULL","N","19","167","6.4","N","inlet","island",0.074,0,0,"NULL","6.4",4,167,17.597888,0.135116,2114,79,15,10,2071,57,10,5
"inmate","prison","inmate.prison",6,2.69,2.14,7.02,1,1,17253,3450.6,"NN",827.34,0.08,0.94,"script","",0.11,0.014,9,0.34,602.125,-0.197812133293769,0.96875,591.354838709677,-0.336888762031389,1,123.53125,0.271284125367728,-0.0625,67.9889112903226,0.255951501208173,0,6,66.04,3.53,9.49,1,0,12365,2473,"NN",609.03,-0.62,0.97,24,"inmate","prison",0.412810577142856,0.199528093857227,0,"NULL","17.549094","0.31965","0.11","0.014","prison","inmate",0.367968,"inmate","prison",0.11,"1.4E-2","0.08","0.1149",9,1,"NULL","N","17","42","6.62","N","inmate","prison",0.11,0.014,0.08,"NULL","6.62",1,42,17.549094,0.31965,3057,27,12,6,2072,16,10,5
"innocent","virgin","innocent.virgin",8,54.51,3.44,9.41,0,NA,17190,2455.71,"JJ|NN",668.74,-0.58,1,"unclassified","",0.029,0.046,16,0.09,594.258064516129,-0.058513354556331,0.967741935483871,689.90625,0.166987486537674,0.96875,64.616935483871,0.0864869155413761,0.032258064516129,82.84375,-0.115055307794675,0.03125,6,18.84,2.98,8.97,1,0,9365,1873,"JJ|NN",726.33,-0.38,0.97,7,NA,NA,0,0,0,NA,NA,NA,NA,NA,"virgin","innocent",0.688341,"innocent","virgin",0.029,"4.5999999999999999E-2","4.0000000000000001E-3","9.4999999999999998E-3",16,1,"NULL","AJ","22","35","NULL","N","innocent","virgin",0.029,0.046,0.004,"NULL","NULL",1,35,2.302588,0.084782,4252,1,10,5,2075,5,10,5
"insane","mad","insane.mad",6,38.69,3.3,8.79,0,NA,15260,3052,"JJ|NN",627.15,-0.64,0.97,"synonym","",0.026,0,11,0.15,579.03125,-0.413730961029993,0.96875,634.242424242424,-0.522731895219268,0.96969696969697,108.53125,0.403658298255101,-0.03125,5.07007575757575,0.254505532737149,0.0303030303030303,3,113.41,3.76,9.79,17,7,2731,1365.5,"JJ|NN",584.94,-0.71,0.97,50,"insane","mad",0.398964165669587,0.305070346465357,0.311567150407427,"0.302347761","NULL","NULL","0.026","0","mad","insane",0.356818,"insane","mad",0.026,"0","3.1899999999999998E-2","2.63E-2",11,13,"NULL","AJ","11","39","3.04","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2371,2,10,5,2077,13,18,9
"insect","ant","insect.ant",6,3.16,2.21,7.84,3,1,13238,2647.6,"NN",667.91,-0.39,0.97,"supraordinate","",0.063,0.168,8,0.69,592.838709677419,-0.3214169288567,0.935483870967742,664.0625,-0.365430883678499,0.90625,81.9112903225806,0.527056640198347,-0.0604838709677419,15.8125,0.329418587167303,0.0625,3,5.35,2.44,7.93,7,6,6501,3250.5,"NN",592.87,-0.61,0.94,11,"insect","ant",0.267776946991612,0.244096087643599,0,"NULL","3.94098","0.607055","0.063","0.168","ant","insect",0.561347,"insect","ant",0.063,"0.16800000000000001","2.98E-2","4.7399999999999998E-2",8,14,"5.78","N","14","6","6","N","insect","ant",0.063,0.168,0.0298,"5.78","6",14,6,3.94098,0.607055,134,125,13,13,2078,72,16,7
"inside","indoors","inside.indoors",6,211.27,4.03,11.06,1,0,13911,2782.2,"minor|NN|JJ",556.56,-0.81,1,"synonym","",0.013,0.115,8,0.31,641.875,-0.0631593314573591,0.90625,734.848484848485,0.316073486576877,1,21.15625,0.108832967211511,0.03125,-86.6871945259043,-0.257090428034986,0,7,2.47,2.1,7.38,0,NA,14409,2401.5,"NN",597.88,-0.65,1,2,"indoors","inside",0.224403547230238,0.228721435571702,0.581902835253703,"NULL","NULL","NULL","0.115","0.013","indoors","inside",0.681536,"inside","indoors",0.013,"0.115","0","1.6199999999999999E-2",8,174,"NULL","N","9","5","NULL","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2057,26,8,5,2080,8,7,6
"insight","foresight","insight.foresight",7,2.8,2.16,8.95,0,NA,12093,2015.5,"NN",616.85,-0.54,1,"category","",0.036,0.097,21,0.02,726.46875,0.28320126316215,0.96875,708.709677419355,0.588988680860304,0.967741935483871,172.955492424242,0.492866985721462,-0.0293560606060606,138.032258064516,0.481847522771992,-0.0967741935483871,9,0.75,1.59,6.49,0,NA,15702,1962.75,"NN",807.76,-0.18,1,4,NA,NA,0,0,0,NA,NA,NA,NA,NA,"foresight","insight",0.872947,"insight","foresight",0.036,"9.7000000000000003E-2","1.1000000000000001E-3","1.15E-2",21,22,"2.08","N","16","5","2.2799999999999998","N","insight","foresight",0.036,0.097,0.0011,"2.08","2.28",22,5,6.358613,0.013982,1601,22,15,5,2081,23,10,5
"instance","example","instance.example",8,16.78,2.93,10.2,1,0,20721,2960.14,"NN",645.38,-0.52,1,"synonym","",0.142,0.021,15,0.7,612.28125,-0.137167487090285,0.96875,655.387096774194,-0.0446211254609869,1,86.5252016129032,0.251678294258568,0.03125,-20.6129032258065,-0.188121280540865,0,7,29.94,3.18,11.84,0,NA,6682,1113.67,"NN",640.06,-0.48,1,5,NA,NA,0,0,0,NA,NA,NA,NA,NA,"example","instance",0.463753,"instance","example",0.142,"2.1000000000000001E-2","0","2.0000000000000001E-4",15,82,"2.87","N","22","292","NULL","N","instance","example",0.142,0.021,0,"2.87","NULL",82,292,0,0.611744,1402,30,17,5,2082,14,9,6
"instant","quick","instant.quick",7,10.78,2.74,9.16,0,NA,20709,3451.5,"NN|JJ",657.69,-0.46,1,"synonym","",0.131,0,16,0.54,611.53125,-0.464069290488639,1,614.53125,-0.308683244330299,1,82.7111742424242,0.405502429976806,-0.0606060606060606,159.855846774194,0.591851893861176,0,5,108.67,3.74,10.54,3,0,4212,1053,"JJ|NN|RB",547.84,-0.79,0.97,32,"instant","quick",0.464061705776047,0.541095288040687,0,"NULL","17.122408","0.458253","0.131","0","quick","instant",0.633593,"instant","quick",0.131,"0","1.17E-2","2.8199999999999999E-2",16,38,"2.4300000000000002","N","10","68","3.39","AJ","instant","quick",0.131,0,0.0117,"2.43","3.39",38,68,17.122408,0.458253,3126,39,11,5,2083,19,9,7
"instruct","directions","instruct.directions",8,1.67,1.93,7.09,0,NA,16266,2323.71,"VB",698.77,-0.26,0.91,"unclassified","",0.013,0,12,0.03,683.709677419355,-0.139896789958044,0.967741935483871,701.848484848485,0.255037466840095,1,19.5933528836754,0.372420037276409,0.00195503421309873,115.026515151515,0.310876308149656,-0.0625,10,9.69,2.69,9.38,0,NA,23416,2601.78,"NN",719.62,-0.34,1,8,NA,NA,0,0,0,NA,NA,NA,NA,NA,"directions","instruct",0.967205,"instruct","directions",0.013,"0","0","8.0000000000000004E-4",12,3,"NULL","V","18","30","3.19","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1180,5,11,6,2085,40,17,8
"insult","comment","insult.comment",6,12.53,2.81,8.87,0,NA,11032,2206.4,"NN",644.76,-0.63,1,"supraordinate","",0.036,0,20,0.17,729.9375,0.216531861109367,1,731.21875,0.208155022891297,0.96875,-17.65625,0.05661956187634,-0.03125,-30.4005681818181,-0.251926391335353,0.000946969696969724,7,12.82,2.82,10.64,1,0,12647,2107.83,"NN|VB",638.41,-0.57,1,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"comment","insult",0.704989,"insult","comment",0.036,"0","6.1999999999999998E-3","4.3E-3",20,7,"3.71","V","20","42","NULL","N","insult","comment",0.036,0,0.0062,"3.71","NULL",7,42,9.858822,0.122654,848,2,12,5,2088,47,11,7
"intake","inhale","intake.inhale",6,1.29,1.83,8.23,0,NA,13034,2606.8,"NN",685.77,-0.51,0.94,"unclassified","",0.034,0.011,20,0,760.151515151515,0.703050370011184,0.939393939393939,779.741935483871,0.297717253554158,0.967741935483871,-33.0577651515151,-0.0845968905477726,-0.126893939393939,17.6520039100684,-0.0247548138992945,-0.0586510263929619,6,2.35,2.08,6.75,0,NA,14634,2926.8,"VB",742.68,-0.36,0.97,4,"inhale","intake",0.22714836114862,0.265996804520436,0,"NULL","NULL","NULL","0.011","0.034","inhale","intake",0.798547,"intake","inhale",0.034,"1.0999999999999999E-2","1.03E-2","1.78E-2",20,7,"2.81","N","8","1","3.53","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2067,150,29,26,2090,10,11,5
